track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_month,release_year,bin_year,track_pop_shift,y,log_speechiness,acoustic_shift,logit_acousticness,sqrt_liveness
67,pop,dance pop,0.744,0.726,C♯/D♭,-4.675,major,0.0463,0.0399,0.0,0.374,0.687,121.985,192507,3,2019,recent,67.0,0.708185057924486,-2.877060743836492,0.0399,-3.1806611218077605,0.6196773353931867
68,pop,dance pop,0.572,0.915,F,-4.451,minor,0.0625,0.0111,0.0,0.339,0.678,123.919,164516,5,2019,recent,68.0,0.7537718023763803,-2.624168717121508,0.0111,-4.489648105957657,0.5907622195096772
63,pop,dance pop,0.69,0.78,F,-4.446,minor,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238,7,2019,recent,63.0,0.5322168137473082,-2.667868411469378,0.00733,-4.908422766630008,0.2879236009777594
66,pop,dance pop,0.805,0.835,C,-4.603,major,0.0896,0.13,5.03e-06,0.365,0.722,125.028,188230,12,2019,recent,66.0,0.6632942174102643,-2.3065931143915845,0.13,-1.900958761193047,0.6123724356957945
60,pop,dance pop,0.694,0.901,C♯/D♭,-4.322,minor,0.0948,0.0702,0.0,0.427,0.368,118.051,173548,5,2019,recent,60.0,0.4054651081081642,-2.2557015070951953,0.0702,-2.583621198224719,0.6610597552415364
65,pop,dance pop,0.678,0.747,A♯/B♭,-5.289,minor,0.165,0.0395,0.0,0.174,0.516,120.002,189375,12,2018,recent,65.0,0.6190392084062236,-1.7429693050586228,0.0395,-3.191153310301535,0.4289522117905443
69,pop,dance pop,0.746,0.557,C♯/D♭,-6.722,major,0.0542,0.103,0.0036,0.138,0.324,111.961,159404,3,2019,recent,69.0,0.8001193001121129,-2.7457520682862215,0.103,-2.1643268738291606,0.3847076812334269
35,pop,dance pop,0.467,0.821,G,-5.466,major,0.0934,0.00791,0.000441,0.131,0.232,122.676,185366,10,2019,recent,35.0,-0.6190392084062235,-2.269150316907808,0.00791,-4.831686047196425,0.37549966711037175
70,pop,dance pop,0.572,0.934,F♯/G♭,-5.053,minor,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238,8,2019,recent,70.0,0.8472978603872034,-2.9077213962312776,0.00292,-5.8332473911847,0.3391164991562634
64,pop,dance pop,0.708,0.913,A,-4.329,minor,0.0348,0.089,0.081,0.113,0.707,135.016,170667,8,2019,recent,64.0,0.5753641449035619,-3.1055471395611978,0.089,-2.3259065275278186,0.3507135583350036
62,pop,dance pop,0.684,0.818,E,-4.477,minor,0.128,0.0469,3.39e-06,0.119,0.336,123.938,210968,5,2019,recent,62.0,0.4895482253187058,-1.9805015938249322,0.0469,-3.0117021544913465,0.35916569992135944
70,pop,dance pop,0.732,0.85,C♯/D♭,-5.999,major,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,10,2019,recent,70.0,0.8472978603872034,-2.91139112512024,0.114,-2.0505185022105854,0.22090722034374521
58,pop,dance pop,0.62,0.889,B,-3.785,major,0.0352,0.0163,1.86e-05,0.395,0.422,110.018,205093,5,2019,recent,58.0,0.32277339226305085,-3.0966581921439515,0.0163,-4.100155864705996,0.6363961030678927
63,pop,dance pop,0.675,0.76,B,-7.037,major,0.0434,0.104,0.0,0.33,0.468,124.933,172800,6,2019,recent,63.0,0.5322168137473082,-2.9299445330159877,0.104,-2.153549513833558,0.5830951894845301
66,pop,dance pop,0.682,0.851,C♯/D♭,-7.117,minor,0.0363,0.0146,0.000834,0.0289,0.348,126.0,192381,8,2019,recent,66.0,0.6632942174102643,-3.0726133178899486,0.0146,-4.212026121395572,0.19723082923316018
8,pop,dance pop,0.663,0.905,C♯/D♭,-3.781,minor,0.0511,0.0325,0.0,0.333,0.397,125.996,175000,2,2019,recent,8.0,-2.4423470353692043,-2.7952434128045875,0.0325,-3.393475335568245,0.5856620185738529
62,pop,dance pop,0.625,0.938,F♯/G♭,-3.983,major,0.0517,0.00432,0.00026,0.0923,0.371,127.997,166875,5,2019,recent,62.0,0.4895482253187058,-2.7854713480707947,0.00432,-5.440170518564889,0.3198437118343895
30,pop,dance pop,0.679,0.909,C♯/D♭,-2.929,major,0.105,0.0334,0.0,0.269,0.819,119.885,155080,4,2019,recent,30.0,-0.8472978603872036,-2.162823150618887,0.0334,-3.365228859428329,0.5282045058497703
56,pop,dance pop,0.641,0.869,B,-4.754,major,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125,11,2019,recent,56.0,0.24116205681688824,-2.95075890791126,0.0319,-3.4127293779352272,0.6426507605223851
56,pop,dance pop,0.702,0.814,C,-7.51,minor,0.0841,0.107,3.03e-05,0.374,0.503,121.993,172000,11,2018,recent,56.0,0.24116205681688824,-2.363397232390803,0.107,-2.121757746414593,0.6196773353931867
58,pop,dance pop,0.723,0.837,B,-6.487,major,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097,11,2018,recent,58.0,0.32277339226305085,-3.017977882501311,0.0103,-4.565257971667055,0.3056141357987225
60,pop,dance pop,0.742,0.864,C,-5.06,major,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935,9,2019,recent,60.0,0.4054651081081642,-2.229334631254453,0.00141,-6.562754579606664,0.5009990019950139
60,pop,dance pop,0.716,0.815,A♯/B♭,-4.121,major,0.0533,0.108,0.0,0.163,0.351,124.975,220413,11,2019,recent,60.0,0.4054651081081642,-2.7598699498320065,0.108,-2.1113349054557897,0.4159326868617084
55,pop,dance pop,0.748,0.831,C♯/D♭,-5.029,major,0.115,0.0823,7.36e-05,0.0757,0.894,128.024,185273,6,2019,recent,55.0,0.2006706954621514,-2.0794415416798357,0.0823,-2.411499432141943,0.29274562336608895
59,pop,dance pop,0.816,0.833,F,-5.972,major,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164,11,2018,recent,59.0,0.3639653772014115,-2.7952434128045875,0.126,-1.9367984687040574,0.2692582403567252
63,pop,dance pop,0.633,0.854,C,-4.046,minor,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360,7,2018,recent,63.0,0.5322168137473082,-2.933696882634538,0.0382,-3.2259710132310326,0.6663332499583072
67,pop,dance pop,0.563,0.81,D,-2.921,major,0.0522,0.00522,0.0,0.0846,0.495,129.975,247385,7,2019,recent,67.0,0.708185057924486,-2.7774002792370034,0.00522,-5.250024205288977,0.30757112998459396
55,pop,dance pop,0.728,0.815,B,-2.878,minor,0.046,0.00223,0.000317,0.101,0.681,124.019,218015,6,2019,recent,55.0,0.2006706954621514,-2.8824035882469876,0.00223,-6.103521203357394,0.3331666249791536
56,pop,dance pop,0.846,0.773,F,-3.503,major,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,200444,10,2019,recent,56.0,0.24116205681688824,-2.8594546552614433,0.0141,-4.247380132196873,0.4626013402488151
87,pop,dance pop,0.693,0.678,G♯/A♭,-7.159,major,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,6,2019,recent,87.0,1.900958761193047,-3.160606916744225,0.0154,-4.157867957904517,0.3331666249791536
62,pop,dance pop,0.678,0.928,D♯/E♭,-3.66,minor,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160,10,2019,recent,62.0,0.4895482253187058,-2.663554961215659,0.0303,-3.465839032795177,0.39115214431215894
83,pop,dance pop,0.67,0.453,C,-11.265,major,0.295,0.252,0.33,0.117,0.68,135.055,194840,7,2019,recent,83.0,1.5856272637403817,-1.1874435023747254,0.252,-1.0879738904630538,0.3563705936241092
55,pop,dance pop,0.755,0.931,C♯/D♭,-4.104,minor,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466,11,2019,recent,55.0,0.2006706954621514,-2.650725134482941,0.132,-1.8833897920739793,0.30886890422961
61,pop,dance pop,0.622,0.859,F,-7.626,major,0.0636,0.000609,0.746,0.0909,0.442,121.968,218373,5,2019,recent,61.0,0.44731221804366483,-2.6091102532473065,0.000609,-7.403083104738554,0.3176476034853718
56,pop,dance pop,0.789,0.893,A♯/B♭,-4.364,minor,0.168,0.0538,0.0,0.221,0.41,121.956,144073,10,2019,recent,56.0,0.24116205681688824,-1.7259717286900518,0.0538,-2.867180496029309,0.48062459362791665
57,pop,dance pop,0.64,0.838,F♯/G♭,-4.203,major,0.0416,0.0588,1.99e-05,0.0424,0.587,124.081,193861,8,2019,recent,57.0,0.2818511521409875,-2.96423360649462,0.0588,-2.7730138019486263,0.22891046284519195
56,pop,dance pop,0.609,0.764,F,-4.564,minor,0.111,0.0994,0.0,0.197,0.531,128.082,200625,6,2019,recent,56.0,0.24116205681688824,-2.111964733385396,0.0994,-2.203909094204943,0.45497252664309307
53,pop,dance pop,0.64,0.992,E,-3.318,minor,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237,9,2019,recent,53.0,0.12014431184206341,-2.6809215337139576,0.0832,-2.3996419981333124,0.3449637662132068
56,pop,dance pop,0.75,0.81,C,-4.607,minor,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500,1,2019,recent,56.0,0.24116205681688824,-2.700082031453033,0.0917,-2.293052341245749,0.3478505426185217
34,pop,dance pop,0.535,0.956,C♯/D♭,-2.996,minor,0.0343,0.000609,0.0109,0.262,0.12,127.984,266719,11,2019,recent,34.0,-0.663294217410264,-3.116770601931047,0.000609,-7.403083104738554,0.521536192416212
74,pop,dance pop,0.766,0.771,F♯/G♭,-9.108,major,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027,4,2019,recent,74.0,1.0459685551826876,-2.694147295933219,0.00407,-5.5000339745357625,0.3507135583350036
46,pop,dance pop,0.649,0.821,A♯/B♭,-4.952,minor,0.0472,0.017,0.000347,0.0655,0.394,125.977,203968,11,2019,recent,46.0,-0.16034265007517937,-2.861201380596385,0.017,-4.05739577609095,0.27477263328068174
63,pop,dance pop,0.588,0.697,D♯/E♭,-4.744,minor,0.0372,0.186,0.000219,0.103,0.225,125.157,190417,10,2018,recent,63.0,0.5322168137473082,-3.0533613863906273,0.186,-1.4762136922893392,0.3361547262794322
55,pop,dance pop,0.355,0.789,F,-4.358,minor,0.165,0.0148,0.0,0.0355,0.169,80.444,237686,12,2019,recent,55.0,0.2006706954621514,-1.7429693050586228,0.0148,-4.198217485476313,0.2133072900770154
52,pop,dance pop,0.542,0.84,C,-5.283,minor,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,180361,11,2019,recent,52.0,0.08004270767353656,-2.958436488810294,0.0336,-3.359051760211392,0.535723809439155
67,pop,dance pop,0.735,0.5,G♯/A♭,-11.297,major,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048,11,2019,recent,67.0,0.708185057924486,-2.7952434128045875,0.415,-0.34333332700115815,0.37416573867739417
63,pop,dance pop,0.752,0.84,F♯/G♭,-4.451,minor,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800,8,2019,recent,63.0,0.5322168137473082,-3.0512449834842497,0.00486,-5.321844992865967,0.31874754901018454
60,pop,dance pop,0.748,0.903,D♯/E♭,-5.877,minor,0.0385,0.0324,0.0,0.106,0.751,115.018,217043,8,2019,recent,60.0,0.4054651081081642,-3.0261914810386994,0.0324,-3.3966603559375885,0.340587727318528
45,pop,dance pop,0.607,0.955,G,-3.613,minor,0.102,0.0163,0.121,0.0725,0.501,125.984,230476,12,2019,recent,45.0,-0.20067069546215124,-2.1892564076870427,0.0163,-4.100155864705996,0.2872281323269014
58,pop,dance pop,0.607,0.995,A,-2.325,minor,0.0487,0.0921,0.002,0.0445,0.664,124.998,188640,7,2019,recent,58.0,0.32277339226305085,-2.8353155521480864,0.0921,-2.2882592971164506,0.23345235059857505
51,pop,dance pop,0.679,0.786,C♯/D♭,-6.918,minor,0.132,0.119,5.89e-06,0.224,0.47,126.092,196613,9,2019,recent,51.0,0.040005334613699206,-1.9519282213808762,0.119,-2.0019341328246503,0.48373546489791297
58,pop,dance pop,0.714,0.801,F,-5.8,minor,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000,11,2019,recent,58.0,0.32277339226305085,-3.216378944669614,0.0204,-3.871609424227842,0.5865151319446072
56,pop,dance pop,0.69,0.862,D,-4.154,major,0.0944,0.0611,1.85e-05,0.238,0.453,121.975,187869,9,2018,recent,56.0,0.24116205681688824,-2.2595256035335987,0.0611,-2.732197111086952,0.4979959839195493
60,pop,dance pop,0.775,0.867,E,-7.388,minor,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229,3,2019,recent,60.0,0.4054651081081642,-1.5417792639602856,0.0158,-4.131819188398956,0.2133072900770154
48,pop,dance pop,0.814,0.838,B,-5.547,major,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861,10,2019,recent,48.0,-0.0800427076735365,-2.449925680892755,0.001,-6.906754778648554,0.16881943016134132
56,pop,dance pop,0.784,0.779,G♯/A♭,-5.48,major,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714,10,2019,recent,56.0,0.24116205681688824,-3.022076248893593,0.0357,-3.2962517607307453,0.1857417562100671
56,pop,dance pop,0.367,0.783,F♯/G♭,-4.504,major,0.154,0.00515,0.0,0.0545,0.289,88.013,192653,9,2019,recent,56.0,0.24116205681688824,-1.8078888511579385,0.00515,-5.263595257349612,0.2539685019840059
65,pop,dance pop,0.609,0.83,F♯/G♭,-3.759,minor,0.0793,0.201,6.18e-05,0.0321,0.604,117.833,238451,2,2018,recent,65.0,0.6190392084062236,-2.4157537910996836,0.201,-1.3800560377071986,0.2051828452868319
39,pop,dance pop,0.591,0.702,G,-5.59,major,0.0289,0.225,0.0,0.414,0.501,104.003,217653,5,2019,recent,39.0,-0.4473122180436648,-3.2467610283577364,0.225,-1.2367626271489267,0.6511528238439882
83,pop,dance pop,0.59,0.642,G,-3.87,major,0.122,0.0771,0.0,0.105,0.651,107.356,174444,5,2019,recent,83.0,1.5856272637403817,-2.0249533563957662,0.0771,-2.4824176057022473,0.3391164991562634
83,pop,dance pop,0.791,0.565,F,-3.933,minor,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,3,2019,recent,83.0,1.5856272637403817,-2.9206248010671856,0.0623,-2.711468642632172,0.4074309757492673
71,pop,dance pop,0.564,0.747,F,-3.374,major,0.0584,0.0728,0.0,0.151,0.717,97.878,165767,7,2019,recent,71.0,0.8953840470548413,-2.682382454353632,0.0728,-2.544453336822902,0.4012480529547776
81,pop,dance pop,0.669,0.801,G♯/A♭,-5.445,major,0.136,0.268,0.0,0.0594,0.541,109.919,201072,4,2019,recent,81.0,1.4500101755059986,-1.9241486572738005,0.268,-1.0047935334504547,0.2634387974463898
85,pop,dance pop,0.77,0.882,G♯/A♭,-4.792,major,0.0602,0.194,0.0,0.316,0.385,99.991,223523,5,2019,recent,85.0,1.7346010553881064,-2.6564069679503715,0.194,-1.4242255834433002,0.5709640969448079
76,pop,dance pop,0.513,0.788,C,-4.629,major,0.0364,0.00968,0.0,0.11,0.234,139.987,238459,3,2019,recent,76.0,1.1526795099383855,-3.0704558197499274,0.00968,-4.627966221935069,0.34641016151377546
71,pop,dance pop,0.72,0.864,C,-3.249,major,0.208,0.0856,0.0,0.16,0.659,96.048,191612,5,2019,recent,71.0,0.8953840470548413,-1.523260216193048,0.0856,-2.3685828293329045,0.41231056256176607
65,pop,dance pop,0.789,0.858,F,-4.388,major,0.0404,0.22,4.58e-05,0.335,0.491,110.012,173455,10,2019,recent,65.0,0.6190392084062236,-2.987764103904814,0.22,-1.2656663733312759,0.5873670062235365
67,pop,dance pop,0.294,0.505,D♯/E♭,-8.106,major,0.042,0.12,0.0,0.0977,0.357,85.332,209893,7,2019,recent,67.0,0.708185057924486,-2.9565115604007097,0.12,-1.9924301646902063,0.3281767816284388
74,pop,dance pop,0.665,0.799,F♯/G♭,-2.868,minor,0.0617,0.18,0.0,0.125,0.5,101.976,228112,6,2019,recent,74.0,1.0459685551826876,-2.6352645313765626,0.18,-1.5163474893680886,0.3674234614174767
81,pop,dance pop,0.46,0.8,C♯/D♭,-3.584,major,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396,3,2019,recent,81.0,1.4500101755059986,-2.8134107167600364,0.289,-0.9002457416908088,0.3619392214170772
71,pop,dance pop,0.362,0.921,C♯/D♭,-3.815,minor,0.486,0.123,0.0,0.19,0.529,172.191,180840,6,2019,recent,71.0,0.8953840470548413,-0.7011793522572096,0.123,-1.9643226369997655,0.4472135954999579
75,pop,dance pop,0.686,0.83,G♯/A♭,-4.437,major,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634,10,2019,recent,75.0,1.0986122886681098,-3.059737603529903,0.0948,-2.256386504498406,0.4381780460041329
73,pop,dance pop,0.618,0.66,B,-8.14,minor,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944,5,2019,recent,73.0,0.9946225751440619,-3.0533613863906273,0.0292,-3.5039517645782103,0.5787918451395113
79,pop,dance pop,0.665,0.699,B,-5.265,major,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,10,2018,recent,79.0,1.3249254147435987,-2.6911930840357874,0.423,-0.31047008746182153,0.3269556544854363
74,pop,dance pop,0.661,0.725,F♯/G♭,-4.859,major,0.0563,0.0253,0.0,0.123,0.605,119.927,197939,3,2018,recent,74.0,1.0459685551826876,-2.7135653817903203,0.0253,-3.6513253356096897,0.3646916505762094
63,pop,dance pop,0.571,0.752,D♯/E♭,-4.872,major,0.0293,0.0196,6.92e-05,0.114,0.25,102.043,192941,3,2019,recent,63.0,0.5322168137473082,-3.2365307601069215,0.0196,-3.912431085417486,0.35213633723318016
79,pop,dance pop,0.591,0.705,A,-6.519,minor,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4,2019,recent,79.0,1.3249254147435987,-2.419118909249997,0.381,-0.4853058975578951,0.37549966711037175
16,pop,dance pop,0.652,0.898,G,-4.481,minor,0.0361,0.29,0.0,0.073,0.472,114.043,193377,11,2018,recent,16.0,-1.6582280766035322,-3.076942328979534,0.29,-0.8953840470548413,0.28809720581775866
75,pop,dance pop,0.706,0.855,A♯/B♭,-5.377,major,0.215,0.0911,0.0,0.347,0.293,107.184,201253,9,2018,recent,75.0,1.0986122886681098,-1.491654876777717,0.0911,-2.300277272858812,0.5974947698515862
75,pop,dance pop,0.404,0.806,D,-4.75,major,0.0496,0.198,0.0,0.114,0.112,148.036,220730,8,2019,recent,75.0,1.0986122886681098,-2.820099704910833,0.198,-1.3988415771719793,0.35213633723318016
55,pop,dance pop,0.876,0.856,E,-3.884,major,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062,7,2019,recent,55.0,0.2006706954621514,-2.83702058239917,0.0812,-2.426153223647311,0.6833739825307955
30,pop,dance pop,0.802,0.645,F,-6.181,minor,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4,2019,recent,30.0,-0.8472978603872036,-2.5071522587353203,0.272,-0.9844989819006885,0.35916569992135944
62,pop,dance pop,0.906,0.832,F,-3.004,minor,0.0718,0.0909,0.0,0.152,0.751,104.03,159753,7,2019,recent,62.0,0.4895482253187058,-2.5034780353734356,0.0909,-2.3026950979443797,0.40249223594996214
84,pop,dance pop,0.753,0.657,G,-3.061,major,0.0449,0.171,0.0,0.112,0.437,107.01,184732,1,2018,recent,84.0,1.6582280766035322,-2.9022419304666522,0.171,-1.5785565986326349,0.3492849839314596
70,pop,dance pop,0.693,0.674,F,-4.449,major,0.0723,0.185,0.0,0.0639,0.378,95.972,160998,9,2019,recent,70.0,0.8472978603872034,-2.497384171299113,0.185,-1.4828322881625378,0.2718455443813637
37,pop,dance pop,0.672,0.815,C♯/D♭,-6.476,minor,0.0981,0.00246,0.0,0.577,0.341,115.033,226093,7,2019,recent,37.0,-0.5322168137473082,-2.2246985543369746,0.00246,-6.00513089826638,0.7661592523751182
70,pop,dance pop,0.581,0.76,C,-3.962,major,0.0406,0.16,0.0,0.183,0.523,104.099,205787,10,2019,recent,70.0,0.8472978603872034,-2.9838037026887174,0.16,-1.6582280766035322,0.4393176527297759
74,pop,dance pop,0.643,0.594,D,-5.453,major,0.0318,0.0128,0.0,0.118,0.442,144.033,216668,5,2019,recent,74.0,1.0459685551826876,-3.1748589394514264,0.0128,-4.345427482225552,0.35777087639996635
85,pop,dance pop,0.674,0.881,A,-2.853,major,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,1,2019,recent,85.0,1.7346010553881064,-1.851509473633829,0.296,-0.866418901833982,0.2988310559496787
36,pop,dance pop,0.691,0.538,C,-9.952,major,0.103,0.246,0.163,0.178,0.329,99.972,182668,6,2019,recent,36.0,-0.5753641449035618,-2.1803674602697964,0.246,-1.1200608320755931,0.433589667773576
52,pop,dance pop,0.661,0.758,G,-5.299,major,0.0864,0.0797,0.0,0.106,0.387,114.098,224061,9,2019,recent,52.0,0.08004270767353656,-2.339249077365637,0.0797,-2.446430118048642,0.340587727318528
58,pop,dance pop,0.653,0.69,C♯/D♭,-5.003,major,0.0756,0.109,0.0,0.136,0.652,110.214,178501,10,2019,recent,58.0,0.32277339226305085,-2.4580699958344407,0.109,-2.1009965452416655,0.38209946349085605
72,pop,dance pop,0.734,0.693,C,-6.474,major,0.0361,0.0878,0.0,0.341,0.55,110.021,154024,6,2019,recent,72.0,0.9444616088408513,-3.076942328979534,0.0878,-2.340797763636529,0.592452529743945
64,pop,dance pop,0.663,0.696,B,-5.994,major,0.0349,0.0563,6.25e-06,0.226,0.449,139.98,197880,8,2018,recent,64.0,0.5753641449035619,-3.103317484233928,0.0563,-2.8191137838816425,0.4857983120596448
63,pop,dance pop,0.55,0.899,F,-3.284,minor,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079,1,2019,recent,63.0,0.5322168137473082,-2.885981409594872,0.0113,-4.471588223184792,0.3834057902536163
77,pop,dance pop,0.703,0.868,G,-4.661,minor,0.0291,0.15,0.132,0.104,0.733,121.03,193613,3,2017,recent,77.0,1.2083112059245342,-3.241632811990817,0.15,-1.7346010553881064,0.33763886032268264
76,pop,dance pop,0.44,0.635,B,-6.385,major,0.0326,0.129,0.0,0.121,0.327,128.133,207095,2,2019,recent,76.0,1.1526795099383855,-3.1559010257068123,0.129,-1.9098295724908305,0.3619392214170772
74,pop,dance pop,0.625,0.707,D,-4.761,major,0.0337,0.22,0.0,0.213,0.479,138.064,248156,3,2017,recent,74.0,1.0459685551826876,-3.1304071768805923,0.22,-1.2656663733312759,0.4722287581247038
56,pop,dance pop,0.625,0.719,E,-5.541,major,0.0612,0.048,0.0,0.0668,0.326,101.091,202072,7,2019,recent,56.0,0.24116205681688824,-2.642262460564207,0.048,-2.987364023883474,0.27712812921102037
77,pop,dance pop,0.547,0.795,G♯/A♭,-3.721,major,0.0489,0.145,0.0,0.11,0.723,118.118,186805,10,2019,recent,77.0,1.2083112059245342,-2.831914188324596,0.145,-1.774367726516186,0.34641016151377546
71,pop,dance pop,0.673,0.596,A♯/B♭,-7.891,major,0.0354,0.166,0.0,0.11,0.19,123.969,208567,2,2019,recent,71.0,0.8953840470548413,-3.092243173934835,0.166,-1.6142456140022035,0.34641016151377546
64,pop,dance pop,0.699,0.633,F♯/G♭,-6.547,major,0.0362,0.0453,0.0,0.101,0.458,123.449,184533,5,2019,recent,64.0,0.5753641449035619,-3.0747754808944436,0.0453,-3.0480901225149992,0.3331666249791536
82,pop,dance pop,0.647,0.726,D♯/E♭,-4.389,minor,0.0552,0.157,0.0,0.0844,0.767,114.996,198996,5,2019,recent,82.0,1.5163474893680882,-2.73029581004953,0.157,-1.6807211526535473,0.3072458299147443
81,pop,dance pop,0.588,0.67,C,-6.439,major,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,9,2018,recent,81.0,1.4500101755059986,-2.8594546552614433,0.0104,-4.555495014930951,0.5899152481501051
41,pop,dance pop,0.655,0.427,D,-11.684,minor,0.0799,0.295,0.00108,0.0788,0.224,107.992,215446,1,2018,recent,41.0,-0.3639653772014119,-2.4090573375045627,0.295,-0.871222446472449,0.29799328851502677
62,pop,dance pop,0.79,0.865,F♯/G♭,-4.159,major,0.0438,0.0264,0.0892,0.24,0.362,122.99,189165,12,2018,recent,62.0,0.4895482253187058,-2.9224818118143983,0.0264,-3.607636531521047,0.5
5,pop,dance pop,0.611,0.737,C,-5.154,minor,0.0476,0.0145,0.0,0.107,0.574,124.169,200318,2,2019,recent,5.0,-2.9444389791664403,-2.854232711280291,0.0145,-4.219000477166246,0.34205262752974136
72,pop,dance pop,0.726,0.763,E,-6.872,major,0.0882,0.524,2.64e-06,0.0943,0.516,128.02,160312,10,2019,recent,72.0,0.9444616088408513,-2.320749063621717,0.524,0.09607383008962224,0.3229551052391028
24,pop,dance pop,0.714,0.705,A♯/B♭,-6.479,major,0.0995,0.292,0.000386,0.126,0.471,114.994,219521,8,2019,recent,24.0,-1.1526795099383855,-2.2118307297255817,0.292,-0.8856902914254381,0.3687817782917155
